"DATE","GEOGRAPHY_CODE","VARIABLE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_CONF"
"2010-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Confidence",,"Q","F"
"2010-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Variable",,"Q","F"
"2010-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Numerator",,"Q","F"
"2010-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Denominator",,"Q","F"
"2010-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Confidence",,"Q","F"
"2010-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Variable",,"Q","F"
"2010-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Numerator",,"Q","F"
"2010-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Denominator",,"Q","F"
"2010-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Confidence",,"Q","F"
"2010-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Variable",,"Q","F"
"2010-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Numerator",,"Q","F"
"2010-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Denominator",,"Q","F"
"2010-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Confidence",,"Q","F"
"2010-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Variable",,"Q","F"
"2010-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Numerator",,"Q","F"
"2010-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Denominator",,"Q","F"
"2010-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Confidence",,"Q","F"
"2010-12","E08000021","aged 16-64 employment rate - ethnic minority","Variable",46.4,"A","F"
"2010-12","E08000021","aged 16-64 employment rate - ethnic minority","Numerator",10600,"A","F"
"2010-12","E08000021","aged 16-64 employment rate - ethnic minority","Denominator",22900,"A","F"
"2010-12","E08000021","aged 16-64 employment rate - ethnic minority","Confidence",13.9,"A","F"
"2010-12","E08000021","16+ unemployment rate - ethnic minority","Variable",11.6,"A","F"
"2010-12","E08000021","16+ unemployment rate - ethnic minority","Numerator",1400,"A","F"
"2010-12","E08000021","16+ unemployment rate - ethnic minority","Denominator",12300,"A","F"
"2010-12","E08000021","16+ unemployment rate - ethnic minority","Confidence",,"G","F"
"2010-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Variable",47.4,"A","F"
"2010-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Numerator",10800,"A","F"
"2010-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Denominator",22900,"A","F"
"2010-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Confidence",13.9,"A","F"
"2010-12","E08000021","% with RQF4+ - aged 16-64","Variable",,"F","F"
"2010-12","E08000021","% with RQF4+ - aged 16-64","Numerator",,"F","F"
"2010-12","E08000021","% with RQF4+ - aged 16-64","Denominator",,"F","F"
"2010-12","E08000021","% with RQF4+ - aged 16-64","Confidence",,"Q","F"
"2010-12","E08000021","% with RQF3+ - aged 16-64","Variable",,"F","F"
"2010-12","E08000021","% with RQF3+ - aged 16-64","Numerator",,"F","F"
"2010-12","E08000021","% with RQF3+ - aged 16-64","Denominator",,"F","F"
"2010-12","E08000021","% with RQF3+ - aged 16-64","Confidence",,"Q","F"
"2010-12","E08000021","% with RQF2+ - aged 16-64","Variable",,"F","F"
"2010-12","E08000021","% with RQF2+ - aged 16-64","Numerator",,"F","F"
"2010-12","E08000021","% with RQF2+ - aged 16-64","Denominator",,"F","F"
"2010-12","E08000021","% with RQF2+ - aged 16-64","Confidence",,"Q","F"
"2010-12","E08000021","% with RQF1+ - aged 16-64","Variable",,"F","F"
"2010-12","E08000021","% with RQF1+ - aged 16-64","Numerator",,"F","F"
"2010-12","E08000021","% with RQF1+ - aged 16-64","Denominator",,"F","F"
"2010-12","E08000021","% with RQF1+ - aged 16-64","Confidence",,"Q","F"
"2010-12","E08000021","% with other qualifications (RQF) - aged 16-64","Variable",,"F","F"
"2010-12","E08000021","% with other qualifications (RQF) - aged 16-64","Numerator",,"F","F"
"2010-12","E08000021","% with other qualifications (RQF) - aged 16-64","Denominator",,"F","F"
"2010-12","E08000021","% with other qualifications (RQF) - aged 16-64","Confidence",,"Q","F"
"2010-12","E08000021","% with no qualifications (RQF) - aged 16-64","Variable",,"F","F"
"2010-12","E08000021","% with no qualifications (RQF) - aged 16-64","Numerator",,"F","F"
"2010-12","E08000021","% with no qualifications (RQF) - aged 16-64","Denominator",,"F","F"
"2010-12","E08000021","% with no qualifications (RQF) - aged 16-64","Confidence",,"Q","F"
"2011-12","E08000021","Economic activity rate - aged 16-64","Variable",68.3,"A","F"
"2011-12","E08000021","Economic activity rate - aged 16-64","Numerator",129900,"A","F"
"2011-12","E08000021","Economic activity rate - aged 16-64","Denominator",190300,"A","F"
"2011-12","E08000021","Economic activity rate - aged 16-64","Confidence",2.9,"A","F"
"2011-12","E08000021","Employment rate - aged 16-64","Variable",60.8,"A","F"
"2011-12","E08000021","Employment rate - aged 16-64","Numerator",115800,"A","F"
"2011-12","E08000021","Employment rate - aged 16-64","Denominator",190300,"A","F"
"2011-12","E08000021","Employment rate - aged 16-64","Confidence",3.1,"A","F"
"2011-12","E08000021","% aged 16-64 who are employees","Variable",53.2,"A","F"
"2011-12","E08000021","% aged 16-64 who are employees","Numerator",101200,"A","F"
"2011-12","E08000021","% aged 16-64 who are employees","Denominator",190300,"A","F"
"2011-12","E08000021","% aged 16-64 who are employees","Confidence",3.2,"A","F"
"2011-12","E08000021","% aged 16-64 who are self employed","Variable",7.5,"A","F"
"2011-12","E08000021","% aged 16-64 who are self employed","Numerator",14400,"A","F"
"2011-12","E08000021","% aged 16-64 who are self employed","Denominator",190300,"A","F"
"2011-12","E08000021","% aged 16-64 who are self employed","Confidence",1.7,"A","F"
"2011-12","E08000021","Unemployment rate - aged 16-64 ","Variable",10.9,"A","F"
"2011-12","E08000021","Unemployment rate - aged 16-64 ","Numerator",14200,"A","F"
"2011-12","E08000021","Unemployment rate - aged 16-64 ","Denominator",129900,"A","F"
"2011-12","E08000021","Unemployment rate - aged 16-64 ","Confidence",2.4,"A","F"
"2011-12","E08000021","Unemployment rate - aged 16+","Variable",10.7,"A","F"
"2011-12","E08000021","Unemployment rate - aged 16+","Numerator",14200,"A","F"
"2011-12","E08000021","Unemployment rate - aged 16+","Denominator",132000,"A","F"
"2011-12","E08000021","Unemployment rate - aged 16+","Confidence",2.4,"A","F"
"2011-12","E08000021","% who are economically inactive - aged 16-64","Variable",31.7,"A","F"
"2011-12","E08000021","% who are economically inactive - aged 16-64","Numerator",60300,"A","F"
"2011-12","E08000021","% who are economically inactive - aged 16-64","Denominator",190300,"A","F"
"2011-12","E08000021","% who are economically inactive - aged 16-64","Confidence",2.9,"A","F"
"2011-12","E08000021","% of economically inactive who want a job","Variable",24.2,"A","F"
"2011-12","E08000021","% of economically inactive who want a job","Numerator",14600,"A","F"
"2011-12","E08000021","% of economically inactive who want a job","Denominator",60300,"A","F"
"2011-12","E08000021","% of economically inactive who want a job","Confidence",4.7,"A","F"
"2011-12","E08000021","% of economically inactive who do not want a job","Variable",75.8,"A","F"
"2011-12","E08000021","% of economically inactive who do not want a job","Numerator",45800,"A","F"
"2011-12","E08000021","% of economically inactive who do not want a job","Denominator",60300,"A","F"
"2011-12","E08000021","% of economically inactive who do not want a job","Confidence",4.7,"A","F"
"2011-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Variable",,"Q","F"
"2011-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Numerator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Denominator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Confidence",,"Q","F"
"2011-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Variable",,"Q","F"
"2011-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Numerator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Denominator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Confidence",,"Q","F"
"2011-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Variable",,"Q","F"
"2011-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Numerator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Denominator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Confidence",,"Q","F"
"2011-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Variable",,"Q","F"
"2011-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Numerator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Denominator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Confidence",,"Q","F"
"2011-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Variable",,"Q","F"
"2011-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Numerator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Denominator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Confidence",,"Q","F"
"2011-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Variable",,"Q","F"
"2011-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Numerator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Denominator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Confidence",,"Q","F"
"2011-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Variable",,"Q","F"
"2011-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Numerator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Denominator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Confidence",,"Q","F"
"2011-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Variable",,"Q","F"
"2011-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Numerator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Denominator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Confidence",,"Q","F"
"2011-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Variable",,"Q","F"
"2011-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Numerator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Denominator",,"Q","F"
"2011-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Confidence",,"Q","F"
"2011-12","E08000021","aged 16-64 employment rate - ethnic minority","Variable",43.9,"A","F"
"2011-12","E08000021","aged 16-64 employment rate - ethnic minority","Numerator",10700,"A","F"
"2011-12","E08000021","aged 16-64 employment rate - ethnic minority","Denominator",24400,"A","F"
"2011-12","E08000021","aged 16-64 employment rate - ethnic minority","Confidence",14.1,"A","F"
"2011-12","E08000021","16+ unemployment rate - ethnic minority","Variable",13.6,"A","F"
"2011-12","E08000021","16+ unemployment rate - ethnic minority","Numerator",1700,"A","F"
"2011-12","E08000021","16+ unemployment rate - ethnic minority","Denominator",12600,"A","F"
"2011-12","E08000021","16+ unemployment rate - ethnic minority","Confidence",,"G","F"
"2011-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Variable",49.1,"A","F"
"2011-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Numerator",12000,"A","F"
"2011-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Denominator",24400,"A","F"
"2011-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Confidence",14.3,"A","F"
"2011-12","E08000021","% with RQF4+ - aged 16-64","Variable",,"F","F"
"2011-12","E08000021","% with RQF4+ - aged 16-64","Numerator",,"F","F"
"2011-12","E08000021","% with RQF4+ - aged 16-64","Denominator",,"F","F"
"2011-12","E08000021","% with RQF4+ - aged 16-64","Confidence",,"Q","F"
"2011-12","E08000021","% with RQF3+ - aged 16-64","Variable",,"F","F"
"2011-12","E08000021","% with RQF3+ - aged 16-64","Numerator",,"F","F"
"2011-12","E08000021","% with RQF3+ - aged 16-64","Denominator",,"F","F"
"2011-12","E08000021","% with RQF3+ - aged 16-64","Confidence",,"Q","F"
"2011-12","E08000021","% with RQF2+ - aged 16-64","Variable",,"F","F"
"2011-12","E08000021","% with RQF2+ - aged 16-64","Numerator",,"F","F"
"2011-12","E08000021","% with RQF2+ - aged 16-64","Denominator",,"F","F"
"2011-12","E08000021","% with RQF2+ - aged 16-64","Confidence",,"Q","F"
"2011-12","E08000021","% with RQF1+ - aged 16-64","Variable",,"F","F"
"2011-12","E08000021","% with RQF1+ - aged 16-64","Numerator",,"F","F"
"2011-12","E08000021","% with RQF1+ - aged 16-64","Denominator",,"F","F"
"2011-12","E08000021","% with RQF1+ - aged 16-64","Confidence",,"Q","F"
"2011-12","E08000021","% with other qualifications (RQF) - aged 16-64","Variable",,"F","F"
"2011-12","E08000021","% with other qualifications (RQF) - aged 16-64","Numerator",,"F","F"
"2011-12","E08000021","% with other qualifications (RQF) - aged 16-64","Denominator",,"F","F"
"2011-12","E08000021","% with other qualifications (RQF) - aged 16-64","Confidence",,"Q","F"
"2011-12","E08000021","% with no qualifications (RQF) - aged 16-64","Variable",,"F","F"
"2011-12","E08000021","% with no qualifications (RQF) - aged 16-64","Numerator",,"F","F"
"2011-12","E08000021","% with no qualifications (RQF) - aged 16-64","Denominator",,"F","F"
"2011-12","E08000021","% with no qualifications (RQF) - aged 16-64","Confidence",,"Q","F"
"2012-12","E08000021","Economic activity rate - aged 16-64","Variable",69.6,"A","F"
"2012-12","E08000021","Economic activity rate - aged 16-64","Numerator",133600,"A","F"
"2012-12","E08000021","Economic activity rate - aged 16-64","Denominator",192000,"A","F"
"2012-12","E08000021","Economic activity rate - aged 16-64","Confidence",2.8,"A","F"
"2012-12","E08000021","Employment rate - aged 16-64","Variable",62.4,"A","F"
"2012-12","E08000021","Employment rate - aged 16-64","Numerator",119900,"A","F"
"2012-12","E08000021","Employment rate - aged 16-64","Denominator",192000,"A","F"
"2012-12","E08000021","Employment rate - aged 16-64","Confidence",2.9,"A","F"
"2012-12","E08000021","% aged 16-64 who are employees","Variable",55.3,"A","F"
"2012-12","E08000021","% aged 16-64 who are employees","Numerator",106200,"A","F"
"2012-12","E08000021","% aged 16-64 who are employees","Denominator",192000,"A","F"
"2012-12","E08000021","% aged 16-64 who are employees","Confidence",3.0,"A","F"
"2012-12","E08000021","% aged 16-64 who are self employed","Variable",6.8,"A","F"
"2012-12","E08000021","% aged 16-64 who are self employed","Numerator",13000,"A","F"
"2012-12","E08000021","% aged 16-64 who are self employed","Denominator",192000,"A","F"
"2012-12","E08000021","% aged 16-64 who are self employed","Confidence",1.5,"A","F"
"2012-12","E08000021","Unemployment rate - aged 16-64 ","Variable",10.2,"A","F"
"2012-12","E08000021","Unemployment rate - aged 16-64 ","Numerator",13700,"A","F"
"2012-12","E08000021","Unemployment rate - aged 16-64 ","Denominator",133600,"A","F"
"2012-12","E08000021","Unemployment rate - aged 16-64 ","Confidence",2.2,"A","F"
"2012-12","E08000021","Unemployment rate - aged 16+","Variable",10.1,"A","F"
"2012-12","E08000021","Unemployment rate - aged 16+","Numerator",13700,"A","F"
"2012-12","E08000021","Unemployment rate - aged 16+","Denominator",135900,"A","F"
"2012-12","E08000021","Unemployment rate - aged 16+","Confidence",2.2,"A","F"
"2012-12","E08000021","% who are economically inactive - aged 16-64","Variable",30.4,"A","F"
"2012-12","E08000021","% who are economically inactive - aged 16-64","Numerator",58400,"A","F"
"2012-12","E08000021","% who are economically inactive - aged 16-64","Denominator",192000,"A","F"
"2012-12","E08000021","% who are economically inactive - aged 16-64","Confidence",2.8,"A","F"
"2012-12","E08000021","% of economically inactive who want a job","Variable",20.3,"A","F"
"2012-12","E08000021","% of economically inactive who want a job","Numerator",11800,"A","F"
"2012-12","E08000021","% of economically inactive who want a job","Denominator",58400,"A","F"
"2012-12","E08000021","% of economically inactive who want a job","Confidence",4.4,"A","F"
"2012-12","E08000021","% of economically inactive who do not want a job","Variable",79.7,"A","F"
"2012-12","E08000021","% of economically inactive who do not want a job","Numerator",46600,"A","F"
"2012-12","E08000021","% of economically inactive who do not want a job","Denominator",58400,"A","F"
"2012-12","E08000021","% of economically inactive who do not want a job","Confidence",4.4,"A","F"
"2012-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Variable",,"Q","F"
"2012-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Numerator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Denominator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 1: managers, directors and senior officials (SOC2020)","Confidence",,"Q","F"
"2012-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Variable",,"Q","F"
"2012-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Numerator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Denominator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 2: professional occupations (SOC2020)","Confidence",,"Q","F"
"2012-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Variable",,"Q","F"
"2012-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Numerator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Denominator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 3: associate professional occupations (SOC2020)","Confidence",,"Q","F"
"2012-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Variable",,"Q","F"
"2012-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Numerator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Denominator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 4: administrative and secretarial occupations (SOC2020)","Confidence",,"Q","F"
"2012-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Variable",,"Q","F"
"2012-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Numerator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Denominator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 5: skilled trades occupations (SOC2020)","Confidence",,"Q","F"
"2012-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Variable",,"Q","F"
"2012-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Numerator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Denominator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 6: caring, leisure and other service occupations (SOC2020)","Confidence",,"Q","F"
"2012-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Variable",,"Q","F"
"2012-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Numerator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Denominator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 7: sales and customer service occupations (SOC2020)","Confidence",,"Q","F"
"2012-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Variable",,"Q","F"
"2012-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Numerator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Denominator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 8: process, plant and machine operatives (SOC2020)","Confidence",,"Q","F"
"2012-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Variable",,"Q","F"
"2012-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Numerator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Denominator",,"Q","F"
"2012-12","E08000021","% all in employment who are - 9: elementary occupations (SOC2020)","Confidence",,"Q","F"
"2012-12","E08000021","aged 16-64 employment rate - ethnic minority","Variable",53.8,"A","F"
"2012-12","E08000021","aged 16-64 employment rate - ethnic minority","Numerator",15200,"A","F"
"2012-12","E08000021","aged 16-64 employment rate - ethnic minority","Denominator",28300,"A","F"
"2012-12","E08000021","aged 16-64 employment rate - ethnic minority","Confidence",12.6,"A","F"
"2012-12","E08000021","16+ unemployment rate - ethnic minority","Variable",14.5,"A","F"
"2012-12","E08000021","16+ unemployment rate - ethnic minority","Numerator",2600,"A","F"
"2012-12","E08000021","16+ unemployment rate - ethnic minority","Denominator",17900,"A","F"
"2012-12","E08000021","16+ unemployment rate - ethnic minority","Confidence",11.2,"A","F"
"2012-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Variable",37.0,"A","F"
"2012-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Numerator",10500,"A","F"
"2012-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Denominator",28300,"A","F"
"2012-12","E08000021","% of  ethnic minority aged 16-64 who are economically inactive","Confidence",12.2,"A","F"
"2012-12","E08000021","% with RQF4+ - aged 16-64","Variable",,"F","F"
"2012-12","E08000021","% with RQF4+ - aged 16-64","Numerator",,"F","F"
"2012-12","E08000021","% with RQF4+ - aged 16-64","Denominator",,"F","F"
"2012-12","E08000021","% with RQF4+ - aged 16-64","Confidence",,"Q","F"
"2012-12","E08000021","% with RQF3+ - aged 16-64","Variable",,"F","F"
"2012-12","E08000021","% with RQF3+ - aged 16-64","Numerator",,"F","F"
"2012-12","E08000021","% with RQF3+ - aged 16-64","Denominator",,"F","F"
"2012-12","E08000021","% with RQF3+ - aged 16-64","Confidence",,"Q","F"
"2012-12","E08000021","% with RQF2+ - aged 16-64","Variable",,"F","F"
"2012-12","E08000021","% with RQF2+ - aged 16-64","Numerator",,"F","F"
"2012-12","E08000021","% with RQF2+ - aged 16-64","Denominator",,"F","F"
"2012-12","E08000021","% with RQF2+ - aged 16-64","Confidence",,"Q","F"
