"DATE","GEOGRAPHY_CODE","SEX_NAME","PAY_NAME","ITEM_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_CONF"
"2010","E08000021","Female Full Time Workers","Annual pay - gross","Median","Value",19287,"A","F"
"2010","E08000021","Female Full Time Workers","Annual pay - gross","Median","Confidence",16.0,"A","F"
"2010","E08000021","Female Full Time Workers","Annual pay - gross","Annual percentage change - median","Value",-8.6,"A","F"
"2010","E08000021","Female Full Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2010","E08000021","Female Full Time Workers","Hours worked - total","Number of jobs","Value",26000,"A","F"
"2010","E08000021","Female Full Time Workers","Hours worked - total","Number of jobs","Confidence",8.0,"A","F"
"2010","E08000021","Female Full Time Workers","Hours worked - total","Median","Value",37.0,"A","F"
"2010","E08000021","Female Full Time Workers","Hours worked - total","Median","Confidence",0.4,"A","F"
"2010","E08000021","Female Full Time Workers","Hours worked - total","Annual percentage change - median","Value",0.0,"A","F"
"2010","E08000021","Female Full Time Workers","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2010","E08000021","Female Part Time Workers","Annual pay - gross","Number of jobs","Value",19000,"A","F"
"2010","E08000021","Female Part Time Workers","Annual pay - gross","Number of jobs","Confidence",11.6,"A","F"
"2010","E08000021","Female Part Time Workers","Annual pay - gross","Median","Value",8848,"A","F"
"2010","E08000021","Female Part Time Workers","Annual pay - gross","Median","Confidence",12.0,"A","F"
"2010","E08000021","Female Part Time Workers","Annual pay - gross","Annual percentage change - median","Value",-3.8,"A","F"
"2010","E08000021","Female Part Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2010","E08000021","Female Part Time Workers","Hours worked - total","Number of jobs","Value",22000,"A","F"
"2010","E08000021","Female Part Time Workers","Hours worked - total","Number of jobs","Confidence",8.3,"A","F"
"2010","E08000021","Female Part Time Workers","Hours worked - total","Median","Value",18.7,"A","F"
"2010","E08000021","Female Part Time Workers","Hours worked - total","Median","Confidence",6.1,"A","F"
"2010","E08000021","Female Part Time Workers","Hours worked - total","Annual percentage change - median","Value",-3.6,"A","F"
"2010","E08000021","Female Part Time Workers","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2010","E08000021","Male","Annual pay - gross","Number of jobs","Value",44000,"A","F"
"2010","E08000021","Male","Annual pay - gross","Number of jobs","Confidence",8.8,"A","F"
"2010","E08000021","Male","Annual pay - gross","Median","Value",22586,"A","F"
"2010","E08000021","Male","Annual pay - gross","Median","Confidence",8.1,"A","F"
"2010","E08000021","Male","Annual pay - gross","Annual percentage change - median","Value",0.3,"A","F"
"2010","E08000021","Male","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2010","E08000021","Male","Hours worked - total","Number of jobs","Value",50000,"A","F"
"2010","E08000021","Male","Hours worked - total","Number of jobs","Confidence",5.8,"A","F"
"2010","E08000021","Male","Hours worked - total","Median","Value",37.5,"A","F"
"2010","E08000021","Male","Hours worked - total","Median","Confidence",0.7,"A","F"
"2010","E08000021","Male","Hours worked - total","Annual percentage change - median","Value",0.0,"A","F"
"2010","E08000021","Male","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2010","E08000021","Female","Annual pay - gross","Number of jobs","Value",42000,"A","F"
"2010","E08000021","Female","Annual pay - gross","Number of jobs","Confidence",8.8,"A","F"
"2010","E08000021","Female","Annual pay - gross","Median","Value",14388,"A","F"
"2010","E08000021","Female","Annual pay - gross","Median","Confidence",12.0,"A","F"
"2010","E08000021","Female","Annual pay - gross","Annual percentage change - median","Value",-10.9,"A","F"
"2010","E08000021","Female","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2010","E08000021","Female","Hours worked - total","Number of jobs","Value",48000,"A","F"
"2010","E08000021","Female","Hours worked - total","Number of jobs","Confidence",5.8,"A","F"
"2010","E08000021","Female","Hours worked - total","Median","Value",32.2,"A","F"
"2010","E08000021","Female","Hours worked - total","Median","Confidence",5.6,"A","F"
"2010","E08000021","Female","Hours worked - total","Annual percentage change - median","Value",-8.1,"A","F"
"2010","E08000021","Female","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2010","E08000021","Total","Annual pay - gross","Number of jobs","Value",86000,"A","F"
"2010","E08000021","Total","Annual pay - gross","Number of jobs","Confidence",6.2,"A","F"
"2010","E08000021","Total","Annual pay - gross","Median","Value",19125,"A","F"
"2010","E08000021","Total","Annual pay - gross","Median","Confidence",7.5,"A","F"
"2010","E08000021","Total","Annual pay - gross","Annual percentage change - median","Value",-2.6,"A","F"
"2010","E08000021","Total","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2010","E08000021","Total","Hours worked - total","Number of jobs","Value",97000,"A","F"
"2010","E08000021","Total","Hours worked - total","Number of jobs","Confidence",4.1,"A","F"
"2010","E08000021","Total","Hours worked - total","Median","Value",37.0,"A","F"
"2010","E08000021","Total","Hours worked - total","Median","Confidence",0.4,"A","F"
"2010","E08000021","Total","Hours worked - total","Annual percentage change - median","Value",-0.1,"A","F"
"2010","E08000021","Total","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2010","E08000021","Full Time Workers","Annual pay - gross","Number of jobs","Value",60000,"A","F"
"2010","E08000021","Full Time Workers","Annual pay - gross","Number of jobs","Confidence",7.8,"A","F"
"2010","E08000021","Full Time Workers","Annual pay - gross","Median","Value",22289,"A","F"
"2010","E08000021","Full Time Workers","Annual pay - gross","Median","Confidence",8.1,"A","F"
"2010","E08000021","Full Time Workers","Annual pay - gross","Annual percentage change - median","Value",-1.2,"A","F"
"2010","E08000021","Full Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2010","E08000021","Full Time Workers","Hours worked - total","Number of jobs","Value",67000,"A","F"
"2010","E08000021","Full Time Workers","Hours worked - total","Number of jobs","Confidence",5.0,"A","F"
"2010","E08000021","Full Time Workers","Hours worked - total","Median","Value",37.5,"A","F"
"2010","E08000021","Full Time Workers","Hours worked - total","Median","Confidence",0.3,"A","F"
"2010","E08000021","Full Time Workers","Hours worked - total","Annual percentage change - median","Value",0.0,"A","F"
"2010","E08000021","Full Time Workers","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2010","E08000021","Part Time Workers","Annual pay - gross","Number of jobs","Value",26000,"A","F"
"2010","E08000021","Part Time Workers","Annual pay - gross","Number of jobs","Confidence",9.7,"A","F"
"2010","E08000021","Part Time Workers","Annual pay - gross","Median","Value",8912,"A","F"
"2010","E08000021","Part Time Workers","Annual pay - gross","Median","Confidence",11.0,"A","F"
"2010","E08000021","Part Time Workers","Annual pay - gross","Annual percentage change - median","Value",-5.8,"A","F"
"2010","E08000021","Part Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2010","E08000021","Part Time Workers","Hours worked - total","Number of jobs","Value",30000,"A","F"
"2010","E08000021","Part Time Workers","Hours worked - total","Number of jobs","Confidence",7.1,"A","F"
"2010","E08000021","Part Time Workers","Hours worked - total","Median","Value",19.3,"A","F"
"2010","E08000021","Part Time Workers","Hours worked - total","Median","Confidence",5.3,"A","F"
"2010","E08000021","Part Time Workers","Hours worked - total","Annual percentage change - median","Value",-3.5,"A","F"
"2010","E08000021","Part Time Workers","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Male Full Time Workers","Annual pay - gross","Number of jobs","Value",34000,"A","F"
"2011","E08000021","Male Full Time Workers","Annual pay - gross","Number of jobs","Confidence",9.3,"A","F"
"2011","E08000021","Male Full Time Workers","Annual pay - gross","Median","Value",24962,"A","F"
"2011","E08000021","Male Full Time Workers","Annual pay - gross","Median","Confidence",11.0,"A","F"
"2011","E08000021","Male Full Time Workers","Annual pay - gross","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Male Full Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Male Full Time Workers","Hours worked - total","Number of jobs","Value",40000,"A","F"
"2011","E08000021","Male Full Time Workers","Hours worked - total","Number of jobs","Confidence",6.5,"A","F"
"2011","E08000021","Male Full Time Workers","Hours worked - total","Median","Value",38.1,"A","F"
"2011","E08000021","Male Full Time Workers","Hours worked - total","Median","Confidence",1.0,"A","F"
"2011","E08000021","Male Full Time Workers","Hours worked - total","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Male Full Time Workers","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Male Part Time Workers","Annual pay - gross","Number of jobs","Value",9000,"A","F"
"2011","E08000021","Male Part Time Workers","Annual pay - gross","Number of jobs","Confidence",15.1,"A","F"
"2011","E08000021","Male Part Time Workers","Annual pay - gross","Median","Value",9107,"A","F"
"2011","E08000021","Male Part Time Workers","Annual pay - gross","Median","Confidence",17.0,"A","F"
"2011","E08000021","Male Part Time Workers","Annual pay - gross","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Male Part Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Male Part Time Workers","Hours worked - total","Number of jobs","Value",11000,"A","F"
"2011","E08000021","Male Part Time Workers","Hours worked - total","Number of jobs","Confidence",11.9,"A","F"
"2011","E08000021","Male Part Time Workers","Hours worked - total","Median","Value",18.2,"A","F"
"2011","E08000021","Male Part Time Workers","Hours worked - total","Median","Confidence",12.0,"A","F"
"2011","E08000021","Male Part Time Workers","Hours worked - total","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Male Part Time Workers","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Female Full Time Workers","Annual pay - gross","Number of jobs","Value",22000,"A","F"
"2011","E08000021","Female Full Time Workers","Annual pay - gross","Number of jobs","Confidence",9.3,"A","F"
"2011","E08000021","Female Full Time Workers","Annual pay - gross","Median","Value",19113,"A","F"
"2011","E08000021","Female Full Time Workers","Annual pay - gross","Median","Confidence",9.3,"A","F"
"2011","E08000021","Female Full Time Workers","Annual pay - gross","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Female Full Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Female Full Time Workers","Hours worked - total","Number of jobs","Value",27000,"A","F"
"2011","E08000021","Female Full Time Workers","Hours worked - total","Number of jobs","Confidence",7.5,"A","F"
"2011","E08000021","Female Full Time Workers","Hours worked - total","Median","Value",37.0,"A","F"
"2011","E08000021","Female Full Time Workers","Hours worked - total","Median","Confidence",0.4,"A","F"
"2011","E08000021","Female Full Time Workers","Hours worked - total","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Female Full Time Workers","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Female Part Time Workers","Annual pay - gross","Number of jobs","Value",17000,"A","F"
"2011","E08000021","Female Part Time Workers","Annual pay - gross","Number of jobs","Confidence",10.7,"A","F"
"2011","E08000021","Female Part Time Workers","Annual pay - gross","Median","Value",8369,"A","F"
"2011","E08000021","Female Part Time Workers","Annual pay - gross","Median","Confidence",15.0,"A","F"
"2011","E08000021","Female Part Time Workers","Annual pay - gross","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Female Part Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Female Part Time Workers","Hours worked - total","Number of jobs","Value",22000,"A","F"
"2011","E08000021","Female Part Time Workers","Hours worked - total","Number of jobs","Confidence",8.3,"A","F"
"2011","E08000021","Female Part Time Workers","Hours worked - total","Median","Value",18.0,"A","F"
"2011","E08000021","Female Part Time Workers","Hours worked - total","Median","Confidence",6.9,"A","F"
"2011","E08000021","Female Part Time Workers","Hours worked - total","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Female Part Time Workers","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Male","Annual pay - gross","Number of jobs","Value",43000,"A","F"
"2011","E08000021","Male","Annual pay - gross","Number of jobs","Confidence",8.0,"A","F"
"2011","E08000021","Male","Annual pay - gross","Median","Value",21212,"A","F"
"2011","E08000021","Male","Annual pay - gross","Median","Confidence",10.0,"A","F"
"2011","E08000021","Male","Annual pay - gross","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Male","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Male","Hours worked - total","Number of jobs","Value",51000,"A","F"
"2011","E08000021","Male","Hours worked - total","Number of jobs","Confidence",5.7,"A","F"
"2011","E08000021","Male","Hours worked - total","Median","Value",37.0,"A","F"
"2011","E08000021","Male","Hours worked - total","Median","Confidence",0.4,"A","F"
"2011","E08000021","Male","Hours worked - total","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Male","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Female","Annual pay - gross","Number of jobs","Value",39000,"A","F"
"2011","E08000021","Female","Annual pay - gross","Number of jobs","Confidence",7.0,"A","F"
"2011","E08000021","Female","Annual pay - gross","Median","Value",13694,"A","F"
"2011","E08000021","Female","Annual pay - gross","Median","Confidence",8.9,"A","F"
"2011","E08000021","Female","Annual pay - gross","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Female","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Female","Hours worked - total","Number of jobs","Value",48000,"A","F"
"2011","E08000021","Female","Hours worked - total","Number of jobs","Confidence",5.5,"A","F"
"2011","E08000021","Female","Hours worked - total","Median","Value",32.5,"A","F"
"2011","E08000021","Female","Hours worked - total","Median","Confidence",4.0,"A","F"
"2011","E08000021","Female","Hours worked - total","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Female","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Total","Annual pay - gross","Number of jobs","Value",82000,"A","F"
"2011","E08000021","Total","Annual pay - gross","Number of jobs","Confidence",5.3,"A","F"
"2011","E08000021","Total","Annual pay - gross","Median","Value",17739,"A","F"
"2011","E08000021","Total","Annual pay - gross","Median","Confidence",6.6,"A","F"
"2011","E08000021","Total","Annual pay - gross","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Total","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Total","Hours worked - total","Number of jobs","Value",99000,"A","F"
"2011","E08000021","Total","Hours worked - total","Number of jobs","Confidence",4.0,"A","F"
"2011","E08000021","Total","Hours worked - total","Median","Value",36.8,"A","F"
"2011","E08000021","Total","Hours worked - total","Median","Confidence",1.4,"A","F"
"2011","E08000021","Total","Hours worked - total","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Total","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Full Time Workers","Annual pay - gross","Number of jobs","Value",56000,"A","F"
"2011","E08000021","Full Time Workers","Annual pay - gross","Number of jobs","Confidence",6.7,"A","F"
"2011","E08000021","Full Time Workers","Annual pay - gross","Median","Value",22030,"A","F"
"2011","E08000021","Full Time Workers","Annual pay - gross","Median","Confidence",7.7,"A","F"
"2011","E08000021","Full Time Workers","Annual pay - gross","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Full Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Full Time Workers","Hours worked - total","Number of jobs","Value",66000,"A","F"
"2011","E08000021","Full Time Workers","Hours worked - total","Number of jobs","Confidence",4.9,"A","F"
"2011","E08000021","Full Time Workers","Hours worked - total","Median","Value",37.5,"A","F"
"2011","E08000021","Full Time Workers","Hours worked - total","Median","Confidence",0.3,"A","F"
"2011","E08000021","Full Time Workers","Hours worked - total","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Full Time Workers","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Part Time Workers","Annual pay - gross","Number of jobs","Value",26000,"A","F"
"2011","E08000021","Part Time Workers","Annual pay - gross","Number of jobs","Confidence",8.7,"A","F"
"2011","E08000021","Part Time Workers","Annual pay - gross","Median","Value",8528,"A","F"
"2011","E08000021","Part Time Workers","Annual pay - gross","Median","Confidence",12.0,"A","F"
"2011","E08000021","Part Time Workers","Annual pay - gross","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Part Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2011","E08000021","Part Time Workers","Hours worked - total","Number of jobs","Value",33000,"A","F"
"2011","E08000021","Part Time Workers","Hours worked - total","Number of jobs","Confidence",6.8,"A","F"
"2011","E08000021","Part Time Workers","Hours worked - total","Median","Value",18.2,"A","F"
"2011","E08000021","Part Time Workers","Hours worked - total","Median","Confidence",5.6,"A","F"
"2011","E08000021","Part Time Workers","Hours worked - total","Annual percentage change - median","Value",,"Q","F"
"2011","E08000021","Part Time Workers","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Male Full Time Workers","Annual pay - gross","Number of jobs","Value",34000,"A","F"
"2012","E08000021","Male Full Time Workers","Annual pay - gross","Number of jobs","Confidence",14.1,"A","F"
"2012","E08000021","Male Full Time Workers","Annual pay - gross","Median","Value",25144,"A","F"
"2012","E08000021","Male Full Time Workers","Annual pay - gross","Median","Confidence",11.0,"A","F"
"2012","E08000021","Male Full Time Workers","Annual pay - gross","Annual percentage change - median","Value",0.7,"A","F"
"2012","E08000021","Male Full Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Male Full Time Workers","Hours worked - total","Number of jobs","Value",39000,"A","F"
"2012","E08000021","Male Full Time Workers","Hours worked - total","Number of jobs","Confidence",6.7,"A","F"
"2012","E08000021","Male Full Time Workers","Hours worked - total","Median","Value",37.8,"A","F"
"2012","E08000021","Male Full Time Workers","Hours worked - total","Median","Confidence",1.1,"A","F"
"2012","E08000021","Male Full Time Workers","Hours worked - total","Annual percentage change - median","Value",-0.6,"A","F"
"2012","E08000021","Male Full Time Workers","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Male Part Time Workers","Annual pay - gross","Number of jobs","Value",,"B","F"
"2012","E08000021","Male Part Time Workers","Annual pay - gross","Number of jobs","Confidence",,"B","F"
"2012","E08000021","Male Part Time Workers","Annual pay - gross","Median","Value",,"B","F"
"2012","E08000021","Male Part Time Workers","Annual pay - gross","Median","Confidence",,"B","F"
"2012","E08000021","Male Part Time Workers","Annual pay - gross","Annual percentage change - median","Value",,"Q","F"
"2012","E08000021","Male Part Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Male Part Time Workers","Hours worked - total","Number of jobs","Value",8000,"A","F"
"2012","E08000021","Male Part Time Workers","Hours worked - total","Number of jobs","Confidence",13.9,"A","F"
"2012","E08000021","Male Part Time Workers","Hours worked - total","Median","Value",21.9,"A","F"
"2012","E08000021","Male Part Time Workers","Hours worked - total","Median","Confidence",11.0,"A","F"
"2012","E08000021","Male Part Time Workers","Hours worked - total","Annual percentage change - median","Value",20.4,"A","F"
"2012","E08000021","Male Part Time Workers","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Female Full Time Workers","Annual pay - gross","Number of jobs","Value",23000,"A","F"
"2012","E08000021","Female Full Time Workers","Annual pay - gross","Number of jobs","Confidence",16.9,"A","F"
"2012","E08000021","Female Full Time Workers","Annual pay - gross","Median","Value",20705,"A","F"
"2012","E08000021","Female Full Time Workers","Annual pay - gross","Median","Confidence",14.0,"A","F"
"2012","E08000021","Female Full Time Workers","Annual pay - gross","Annual percentage change - median","Value",8.3,"A","F"
"2012","E08000021","Female Full Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Female Full Time Workers","Hours worked - total","Number of jobs","Value",24000,"A","F"
"2012","E08000021","Female Full Time Workers","Hours worked - total","Number of jobs","Confidence",8.0,"A","F"
"2012","E08000021","Female Full Time Workers","Hours worked - total","Median","Value",37.0,"A","F"
"2012","E08000021","Female Full Time Workers","Hours worked - total","Median","Confidence",0.4,"A","F"
"2012","E08000021","Female Full Time Workers","Hours worked - total","Annual percentage change - median","Value",0.0,"A","F"
"2012","E08000021","Female Full Time Workers","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Female Part Time Workers","Annual pay - gross","Number of jobs","Value",21000,"A","F"
"2012","E08000021","Female Part Time Workers","Annual pay - gross","Number of jobs","Confidence",9.5,"A","F"
"2012","E08000021","Female Part Time Workers","Annual pay - gross","Median","Value",7963,"A","F"
"2012","E08000021","Female Part Time Workers","Annual pay - gross","Median","Confidence",11.0,"A","F"
"2012","E08000021","Female Part Time Workers","Annual pay - gross","Annual percentage change - median","Value",-4.9,"A","F"
"2012","E08000021","Female Part Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Female Part Time Workers","Hours worked - total","Number of jobs","Value",24000,"A","F"
"2012","E08000021","Female Part Time Workers","Hours worked - total","Number of jobs","Confidence",7.8,"A","F"
"2012","E08000021","Female Part Time Workers","Hours worked - total","Median","Value",17.4,"A","F"
"2012","E08000021","Female Part Time Workers","Hours worked - total","Median","Confidence",5.0,"A","F"
"2012","E08000021","Female Part Time Workers","Hours worked - total","Annual percentage change - median","Value",-3.5,"A","F"
"2012","E08000021","Female Part Time Workers","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Male","Annual pay - gross","Number of jobs","Value",40000,"A","F"
"2012","E08000021","Male","Annual pay - gross","Number of jobs","Confidence",12.5,"A","F"
"2012","E08000021","Male","Annual pay - gross","Median","Value",23009,"A","F"
"2012","E08000021","Male","Annual pay - gross","Median","Confidence",8.4,"A","F"
"2012","E08000021","Male","Annual pay - gross","Annual percentage change - median","Value",8.5,"A","F"
"2012","E08000021","Male","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Male","Hours worked - total","Number of jobs","Value",48000,"A","F"
"2012","E08000021","Male","Hours worked - total","Number of jobs","Confidence",6.0,"A","F"
"2012","E08000021","Male","Hours worked - total","Median","Value",37.5,"A","F"
"2012","E08000021","Male","Hours worked - total","Median","Confidence",0.6,"A","F"
"2012","E08000021","Male","Hours worked - total","Annual percentage change - median","Value",1.3,"A","F"
"2012","E08000021","Male","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Female","Annual pay - gross","Number of jobs","Value",43000,"A","F"
"2012","E08000021","Female","Annual pay - gross","Number of jobs","Confidence",10.0,"A","F"
"2012","E08000021","Female","Annual pay - gross","Median","Value",14381,"A","F"
"2012","E08000021","Female","Annual pay - gross","Median","Confidence",8.5,"A","F"
"2012","E08000021","Female","Annual pay - gross","Annual percentage change - median","Value",5.0,"A","F"
"2012","E08000021","Female","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Female","Hours worked - total","Number of jobs","Value",48000,"A","F"
"2012","E08000021","Female","Hours worked - total","Number of jobs","Confidence",5.6,"A","F"
"2012","E08000021","Female","Hours worked - total","Median","Value",30.1,"A","F"
"2012","E08000021","Female","Hours worked - total","Median","Confidence",8.4,"A","F"
"2012","E08000021","Female","Hours worked - total","Annual percentage change - median","Value",-7.5,"A","F"
"2012","E08000021","Female","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Total","Annual pay - gross","Number of jobs","Value",84000,"A","F"
"2012","E08000021","Total","Annual pay - gross","Number of jobs","Confidence",7.9,"A","F"
"2012","E08000021","Total","Annual pay - gross","Median","Value",18577,"A","F"
"2012","E08000021","Total","Annual pay - gross","Median","Confidence",6.6,"A","F"
"2012","E08000021","Total","Annual pay - gross","Annual percentage change - median","Value",4.7,"A","F"
"2012","E08000021","Total","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Total","Hours worked - total","Number of jobs","Value",96000,"A","F"
"2012","E08000021","Total","Hours worked - total","Number of jobs","Confidence",4.1,"A","F"
"2012","E08000021","Total","Hours worked - total","Median","Value",36.9,"A","F"
"2012","E08000021","Total","Hours worked - total","Median","Confidence",1.4,"A","F"
"2012","E08000021","Total","Hours worked - total","Annual percentage change - median","Value",0.1,"A","F"
"2012","E08000021","Total","Hours worked - total","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Full Time Workers","Annual pay - gross","Number of jobs","Value",57000,"A","F"
"2012","E08000021","Full Time Workers","Annual pay - gross","Number of jobs","Confidence",10.8,"A","F"
"2012","E08000021","Full Time Workers","Annual pay - gross","Median","Value",23331,"A","F"
"2012","E08000021","Full Time Workers","Annual pay - gross","Median","Confidence",8.3,"A","F"
"2012","E08000021","Full Time Workers","Annual pay - gross","Annual percentage change - median","Value",5.9,"A","F"
"2012","E08000021","Full Time Workers","Annual pay - gross","Annual percentage change - median","Confidence",,"Q","F"
"2012","E08000021","Full Time Workers","Hours worked - total","Number of jobs","Value",63000,"A","F"
"2012","E08000021","Full Time Workers","Hours worked - total","Number of jobs","Confidence",5.1,"A","F"
"2012","E08000021","Full Time Workers","Hours worked - total","Median","Value",37.5,"A","F"
"2012","E08000021","Full Time Workers","Hours worked - total","Median","Confidence",0.5,"A","F"
